waterbody,station,coordinates,deployment dates,string configuration,sensor type,sensor serial number,year,month,day,hour,minute,second,depth,depth unit,dissolved oxygen,dissolved oxygen unit,temperature,temperature unit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,00,03,24,1.6,m,102.3,% saturation,32.432,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,00,13,24,1.6,m,102.2,% saturation,32.432,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,00,23,24,1.6,m,101.7,% saturation,32.468,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,00,33,24,1.6,m,102,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,00,43,24,1.6,m,101.9,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,00,53,24,1.6,m,102,% saturation,32.432,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,01,03,24,1.6,m,101.7,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,01,13,24,1.6,m,101.7,% saturation,32.432,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,01,23,24,1.6,m,101.7,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,01,33,24,1.6,m,101.6,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,01,43,24,1.6,m,101.6,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,01,53,24,1.6,m,101.5,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,02,03,24,1.6,m,101.6,% saturation,32.36,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,02,13,24,1.6,m,101.5,% saturation,32.36,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,02,23,25,1.6,m,101.5,% saturation,32.27,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,02,33,25,1.6,m,101.4,% saturation,32.234,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,02,43,25,1.6,m,100.9,% saturation,32.09,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,02,53,25,1.6,m,101,% saturation,32.054,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,03,03,25,1.6,m,100.5,% saturation,32.126,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,03,13,25,1.6,m,100.1,% saturation,32.198,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,03,23,25,1.6,m,99.9,% saturation,32.054,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,03,33,25,1.6,m,99.6,% saturation,32.054,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,03,43,25,1.6,m,99.8,% saturation,32,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,03,53,25,1.6,m,99.5,% saturation,31.964,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,04,03,25,1.6,m,100.2,% saturation,31.892,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,04,13,25,1.6,m,100.4,% saturation,31.892,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,04,23,25,1.6,m,100.7,% saturation,31.856,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,04,33,25,1.6,m,100.8,% saturation,31.856,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,04,43,25,1.6,m,100.9,% saturation,31.712,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,04,53,25,1.6,m,100.9,% saturation,31.748,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,05,03,25,1.6,m,100.9,% saturation,31.676,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,05,13,25,1.6,m,101.1,% saturation,31.712,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,05,23,25,1.6,m,101.2,% saturation,31.64,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,05,33,25,1.6,m,101.3,% saturation,31.532,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,05,43,25,1.6,m,101.3,% saturation,31.676,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,05,53,25,1.6,m,101.1,% saturation,31.604,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,06,03,25,1.6,m,100.9,% saturation,31.568,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,06,13,25,1.6,m,100.8,% saturation,31.46,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,06,23,25,1.6,m,100.6,% saturation,31.388,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,06,33,25,1.6,m,100.5,% saturation,31.388,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,06,43,25,1.6,m,100.3,% saturation,31.388,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,06,53,25,1.6,m,100.3,% saturation,31.352,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,07,03,25,1.6,m,100.3,% saturation,31.388,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,07,13,25,1.6,m,100.5,% saturation,31.352,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,07,23,25,1.6,m,100.4,% saturation,31.316,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,07,33,25,1.6,m,100.2,% saturation,31.154,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,07,43,25,1.6,m,100,% saturation,31.118,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,07,53,25,1.6,m,99.8,% saturation,30.866,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,08,03,25,1.6,m,100.5,% saturation,30.866,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,08,13,25,1.6,m,100.8,% saturation,30.902,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,08,23,25,1.6,m,100.6,% saturation,30.902,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,08,33,25,1.6,m,100.5,% saturation,31.01,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,08,43,25,1.6,m,100.4,% saturation,31.01,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,08,53,25,1.6,m,100.7,% saturation,31.208,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,09,03,25,1.6,m,100.6,% saturation,31.388,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,09,13,25,1.6,m,100.6,% saturation,31.46,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,09,23,25,1.6,m,100.2,% saturation,31.388,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,09,33,25,1.6,m,100.1,% saturation,31.316,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,09,43,25,1.6,m,100.2,% saturation,31.28,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,09,53,25,1.6,m,100.1,% saturation,31.082,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,10,03,25,1.6,m,100.3,% saturation,30.83,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,10,13,25,1.6,m,100.6,% saturation,30.722,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,10,23,25,1.6,m,100.8,% saturation,30.65,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,10,33,25,1.6,m,100.7,% saturation,30.65,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,10,43,25,1.6,m,100.9,% saturation,30.686,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,10,53,25,1.6,m,100.9,% saturation,30.614,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,11,03,25,1.6,m,100.5,% saturation,30.686,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,11,13,25,1.6,m,100.4,% saturation,30.686,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,11,23,25,1.6,m,100.7,% saturation,30.686,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,11,33,25,1.6,m,100.7,% saturation,30.614,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,11,43,25,1.6,m,100.5,% saturation,30.65,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,11,53,25,1.6,m,100.7,% saturation,30.686,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,12,03,25,1.6,m,100.3,% saturation,31.01,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,12,13,25,1.6,m,100.5,% saturation,31.784,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,12,23,25,1.6,m,100.2,% saturation,32.72,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,12,33,25,1.6,m,99.4,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,12,43,25,1.6,m,98.9,% saturation,32.684,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,12,53,25,1.6,m,98.9,% saturation,32.234,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,13,03,25,1.6,m,99.1,% saturation,32.162,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,13,13,25,1.6,m,98.6,% saturation,32.432,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,13,23,25,1.6,m,99.1,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,13,33,25,1.6,m,99.2,% saturation,32.504,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,13,43,25,1.6,m,99.1,% saturation,32.396,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,13,53,25,1.6,m,98.9,% saturation,32.468,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,14,03,25,1.6,m,99.5,% saturation,32.234,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,14,13,25,1.6,m,99.8,% saturation,32.126,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,14,23,25,1.6,m,99.5,% saturation,32.126,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,14,33,25,1.6,m,99.9,% saturation,31.892,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,14,43,25,1.6,m,100,% saturation,32,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,14,53,25,1.6,m,100.3,% saturation,31.928,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,15,03,25,1.6,m,100.6,% saturation,32.018,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,15,13,25,1.6,m,100.7,% saturation,31.964,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,15,23,25,1.6,m,100.5,% saturation,31.892,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,15,33,25,1.6,m,100.8,% saturation,31.82,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,15,43,25,1.6,m,100.5,% saturation,31.784,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,15,53,25,1.6,m,100.5,% saturation,31.784,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,16,03,25,1.6,m,101.2,% saturation,31.64,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,16,13,25,1.6,m,101.4,% saturation,31.496,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,16,23,25,1.6,m,101.7,% saturation,31.208,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,16,33,25,1.6,m,102.3,% saturation,31.046,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,16,43,25,1.6,m,103.2,% saturation,30.938,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,16,53,25,1.6,m,103.6,% saturation,30.938,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,17,03,26,1.6,m,103.6,% saturation,30.938,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,17,13,26,1.6,m,103.7,% saturation,30.938,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,17,23,26,1.6,m,103.8,% saturation,30.938,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,17,33,26,1.6,m,103.7,% saturation,30.902,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,17,43,26,1.6,m,104,% saturation,30.902,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,17,53,26,1.6,m,104.2,% saturation,30.938,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,18,03,26,1.6,m,104.3,% saturation,31.01,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,18,13,26,1.6,m,104.9,% saturation,31.118,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,18,23,26,1.6,m,104.9,% saturation,31.208,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,18,33,26,1.6,m,105.7,% saturation,31.244,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,18,43,26,1.6,m,105.4,% saturation,31.28,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,18,53,26,1.6,m,105.3,% saturation,31.244,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,19,03,26,1.6,m,105.4,% saturation,31.28,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,19,13,26,1.6,m,105.5,% saturation,31.28,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,19,23,26,1.6,m,105.4,% saturation,31.28,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,19,33,26,1.6,m,105.4,% saturation,31.316,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,19,43,26,1.6,m,105.5,% saturation,31.28,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,19,53,26,1.6,m,105.5,% saturation,31.352,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,20,03,26,1.6,m,105.4,% saturation,31.316,fahrenheit
Monks Head Harbour,Monks Head,"N45° 39' 17.496"" W61° 49' 43.284""",2023-11-01 to 2024-05-15,sub-surface buoy,aquameasure,675012,2024,01,07,20,13,26,1.6,m,107.8,% saturation,32.234,fahrenheit
